,fix_id,stat,local,team_id,team_name,logo,value
13,721011,total,away,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,62.5
0,721012,form,home,798,Mallorca,https://media.api-sports.io/football/teams/798.png,19.0
1,721012,form,away,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,81.0
2,721012,att,home,798,Mallorca,https://media.api-sports.io/football/teams/798.png,44.0
3,721012,att,away,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,56.0
4,721012,def,home,798,Mallorca,https://media.api-sports.io/football/teams/798.png,8.0
5,721012,def,away,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,92.0
6,721012,poisson_distribution,home,798,Mallorca,https://media.api-sports.io/football/teams/798.png,26.0
7,721012,poisson_distribution,away,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,74.0
8,721012,h2h,home,798,Mallorca,https://media.api-sports.io/football/teams/798.png,20.0
9,721012,h2h,away,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,80.0
10,721012,goals,home,798,Mallorca,https://media.api-sports.io/football/teams/798.png,18.0
11,721012,goals,away,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,82.0
12,721012,total,home,798,Mallorca,https://media.api-sports.io/football/teams/798.png,22.5
13,721012,total,away,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,77.5
0,721013,form,home,546,Getafe,https://media.api-sports.io/football/teams/546.png,42.0
1,721013,form,away,532,Valencia,https://media.api-sports.io/football/teams/532.png,58.0
2,721013,att,home,546,Getafe,https://media.api-sports.io/football/teams/546.png,60.0
3,721013,att,away,532,Valencia,https://media.api-sports.io/football/teams/532.png,40.0
4,721013,def,home,546,Getafe,https://media.api-sports.io/football/teams/546.png,44.0
5,721013,def,away,532,Valencia,https://media.api-sports.io/football/teams/532.png,56.0
6,721013,poisson_distribution,home,546,Getafe,https://media.api-sports.io/football/teams/546.png,59.0
7,721013,poisson_distribution,away,532,Valencia,https://media.api-sports.io/football/teams/532.png,41.0
8,721013,h2h,home,546,Getafe,https://media.api-sports.io/football/teams/546.png,62.0
9,721013,h2h,away,532,Valencia,https://media.api-sports.io/football/teams/532.png,38.0
10,721013,goals,home,546,Getafe,https://media.api-sports.io/football/teams/546.png,65.0
11,721013,goals,away,532,Valencia,https://media.api-sports.io/football/teams/532.png,35.0
12,721013,total,home,546,Getafe,https://media.api-sports.io/football/teams/546.png,55.3
13,721013,total,away,532,Valencia,https://media.api-sports.io/football/teams/532.png,44.7
0,721014,form,home,715,Granada CF,https://media.api-sports.io/football/teams/715.png,14.0
1,721014,form,away,797,Elche,https://media.api-sports.io/football/teams/797.png,86.0
2,721014,att,home,715,Granada CF,https://media.api-sports.io/football/teams/715.png,25.0
3,721014,att,away,797,Elche,https://media.api-sports.io/football/teams/797.png,75.0
4,721014,def,home,715,Granada CF,https://media.api-sports.io/football/teams/715.png,47.0
5,721014,def,away,797,Elche,https://media.api-sports.io/football/teams/797.png,53.0
6,721014,poisson_distribution,home,715,Granada CF,https://media.api-sports.io/football/teams/715.png,53.0
7,721014,poisson_distribution,away,797,Elche,https://media.api-sports.io/football/teams/797.png,47.0
8,721014,h2h,home,715,Granada CF,https://media.api-sports.io/football/teams/715.png,71.0
9,721014,h2h,away,797,Elche,https://media.api-sports.io/football/teams/797.png,29.0
10,721014,goals,home,715,Granada CF,https://media.api-sports.io/football/teams/715.png,60.0
11,721014,goals,away,797,Elche,https://media.api-sports.io/football/teams/797.png,40.0
12,721014,total,home,715,Granada CF,https://media.api-sports.io/football/teams/715.png,45.0
13,721014,total,away,797,Elche,https://media.api-sports.io/football/teams/797.png,55.0
0,721015,form,home,539,Levante,https://media.api-sports.io/football/teams/539.png,58.0
1,721015,form,away,540,Espanyol,https://media.api-sports.io/football/teams/540.png,42.0
2,721015,att,home,539,Levante,https://media.api-sports.io/football/teams/539.png,53.0
3,721015,att,away,540,Espanyol,https://media.api-sports.io/football/teams/540.png,47.0
4,721015,def,home,539,Levante,https://media.api-sports.io/football/teams/539.png,56.0
5,721015,def,away,540,Espanyol,https://media.api-sports.io/football/teams/540.png,44.0
6,721015,poisson_distribution,home,539,Levante,https://media.api-sports.io/football/teams/539.png,53.0
7,721015,poisson_distribution,away,540,Espanyol,https://media.api-sports.io/football/teams/540.png,47.0
8,721015,h2h,home,539,Levante,https://media.api-sports.io/football/teams/539.png,29.0
9,721015,h2h,away,540,Espanyol,https://media.api-sports.io/football/teams/540.png,71.0
10,721015,goals,home,539,Levante,https://media.api-sports.io/football/teams/539.png,47.0
11,721015,goals,away,540,Espanyol,https://media.api-sports.io/football/teams/540.png,53.0
12,721015,total,home,539,Levante,https://media.api-sports.io/football/teams/539.png,49.3
13,721015,total,away,540,Espanyol,https://media.api-sports.io/football/teams/540.png,50.7
0,721016,form,home,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,64.0
1,721016,form,away,542,Alaves,https://media.api-sports.io/football/teams/542.png,36.0
2,721016,att,home,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,55.0
3,721016,att,away,542,Alaves,https://media.api-sports.io/football/teams/542.png,45.0
4,721016,def,home,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,53.0
5,721016,def,away,542,Alaves,https://media.api-sports.io/football/teams/542.png,47.0
6,721016,poisson_distribution,home,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,76.0
7,721016,poisson_distribution,away,542,Alaves,https://media.api-sports.io/football/teams/542.png,24.0
8,721016,h2h,home,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,85.0
9,721016,h2h,away,542,Alaves,https://media.api-sports.io/football/teams/542.png,15.0
10,721016,goals,home,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,79.0
