idPlayer,nomePlayer,team_id,team_name,atleta_id,nome,apelido,foto,clube_nome,escudos_foto
77188,Flávio,1085,América-MG,105608.0,Luiz Flávio Silvério Silva,Flávio,https://s.glbimg.com/es/sde/f/2022/02/24/6731a6bf57665f93f078e83ce29b0d02_140x140.png,América-MG,https://s.glbimg.com/es/sde/f/organizacoes/2019/02/28/escudo65_1.png
65186,Yan Sasse,1085,América-MG,96055.0,Yan Medeiros Sasse,Yan Sasse,https://s.glbimg.com/es/sde/f/2022/02/24/27f4c1866d9855b11dbd3ddc22505487_140x140.png,América-MG,https://s.glbimg.com/es/sde/f/organizacoes/2019/02/28/escudo65_1.png
54431,Iago Maidana,1085,América-MG,89226.0,Iago Justen Maidana Martins,Iago Maidana,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_140x140.png,América-MG,https://s.glbimg.com/es/sde/f/organizacoes/2019/02/28/escudo65_1.png
87727,Gustavo Marques,1085,América-MG,110750.0,Gustavo Marques Alves dos Santos,Gustavo Marques,https://s.glbimg.com/es/sde/f/2022/02/24/cb9dbbfe04ac9d5b15ea2272bc5031c0_140x140.png,América-MG,https://s.glbimg.com/es/sde/f/organizacoes/2019/02/28/escudo65_1.png
88099,Rodriguinho,1085,América-MG,61033.0,Rodrigo Eduardo Costa Marinho,Rodriguinho,https://s.glbimg.com/es/sde/f/2022/02/23/da202da4fb23bc636936f60651108982_140x140.png,Cuiabá,https://s.glbimg.com/es/sde/f/organizacoes/2014/04/16/cuiaba65.png
88099,Rodriguinho,1085,América-MG,115563.0,Rodrigo Henrique Santos de Souza,Rodriguinho,https://s.glbimg.com/es/sde/f/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_140x140.png,América-MG,https://s.glbimg.com/es/sde/f/organizacoes/2019/02/28/escudo65_1.png
31174,João Paulo,1085,América-MG,85425.0,João Paulo Silva Martins,João Paulo,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_140x140.png,Santos,https://s.glbimg.com/es/sde/f/organizacoes/2014/04/14/santos_60x60.png
31174,João Paulo,1085,América-MG,71602.0,João Paulo Gomes da Costa,João Paulo,https://s.glbimg.com/es/sde/f/2021/06/04/71c98de1e3ed4f97ef1a68c10b697126_140x140.png,América-MG,https://s.glbimg.com/es/sde/f/organizacoes/2019/02/28/escudo65_1.png
19039,Juninho Valoura,1085,América-MG,71937.0,Paulo Roberto Valoura Júnior,Juninho Valoura,https://s.glbimg.com/es/sde/f/2022/02/24/fd30c25ed61ca17e8b341cfc63c2e74e_140x140.png,América-MG,https://s.glbimg.com/es/sde/f/organizacoes/2019/02/28/escudo65_1.png
61958,Jori,1085,América-MG,97453.0,Joriwinnyson Santos dos Anjos Rodrigues,Jori,https://s.glbimg.com/es/sde/f/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_140x140.png,América-MG,https://s.glbimg.com/es/sde/f/organizacoes/2019/02/28/escudo65_1.png
