atleta_id,nome,apelido,foto,clube_nome,escudos_foto,abreviacao_pos
86675,Rodrigo Alves Soares,Rodrigo Soares,https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_140x140.png,Juventude,https://s.glbimg.com/es/sde/f/organizacoes/2021/04/29/juventude65.png,lat
116137,João Moreira Sanmartin Souza,João Moreira,https://s.glbimg.com/es/sde/f/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_140x140.png,São Paulo,https://s.glbimg.com/es/sde/f/organizacoes/2014/04/14/sao_paulo_60x60.png,lat
106803,André Anderson Pomilio Lima,André Anderson,https://s.glbimg.com/es/sde/f/2022/04/12/147e9b9fa6d6b253f5f20e62622066ac_140x140.png,São Paulo,https://s.glbimg.com/es/sde/f/organizacoes/2014/04/14/sao_paulo_60x60.png,mei
111683,Anthoni Spier Souza,Anthoni,https://s.glbimg.com/es/sde/f/2022/04/02/d7662e4b332b33563f9ad8c3f24b42d2_140x140.png,Internacional,https://s.glbimg.com/es/sde/f/organizacoes/2016/05/03/inter65.png,gol
78435,Victor Vinícius Coelho dos Santos,Vitinho,https://s.glbimg.com/es/sde/f/2021/05/01/4fafe8587e4964a63ebac8db0a7335c5_140x140.png,Flamengo,https://s.glbimg.com/es/sde/f/organizacoes/2018/04/09/Flamengo-65.png,ata
107195,Jair Diego Alves de Brito,Jajá,https://s.glbimg.com/es/sde/f/2022/02/21/0717f03dff37af3f590f6907cc077d16_140x140.png,Athlético-PR,https://s.glbimg.com/es/sde/f/organizacoes/2019/09/09/Athletico-PR-65x65.png,ata
95657,Gabriel Kazu Rossato Yanagu,Kazu,https://s.glbimg.com/es/sde/f/2022/02/23/9a05ad0ed16ef1ae939f3f919cfcece7_140x140.png,Avaí,https://s.glbimg.com/es/sde/f/organizacoes/2018/09/04/escudo-avai-65x65.png,mei
72583,Pedro Henrique Konzen Medina da Silva,Pedro Henrique,https://s.glbimg.com/es/sde/f/2022/04/12/5422d339b6546dc0505e80e10b027269_140x140.png,Internacional,https://s.glbimg.com/es/sde/f/organizacoes/2016/05/03/inter65.png,ata
115269,Jean Carlos Albino Bonora,Jean,https://s.glbimg.com/es/sde/f/2022/03/03/3b51db8f65383d2dcdd685c69f8c82a1_140x140.png,Atlético-GO,https://s.glbimg.com/es/sde/f/organizacoes/2020/07/02/atletico-go-2020-65.png,ata
97900,Vitor Eduardo da Silva Matos,Vitão,https://s.glbimg.com/es/sde/f/2022/04/07/01775b31d2f7befdabaf91e9ab272edd_140x140.png,Internacional,https://s.glbimg.com/es/sde/f/organizacoes/2016/05/03/inter65.png,zag
100074,Jhojan Esmaides Julio Palacios,Jhojan Julio,https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_140x140.png,Santos,https://s.glbimg.com/es/sde/f/organizacoes/2014/04/14/santos_60x60.png,ata
