,fix_id,stat,local,team_id,team_name,logo,value
7,710852,poisson_distribution,away,49,Chelsea,https://media.api-sports.io/football/teams/49.png,92.0
8,710852,h2h,home,71,Norwich,https://media.api-sports.io/football/teams/71.png,15.0
9,710852,h2h,away,49,Chelsea,https://media.api-sports.io/football/teams/49.png,85.0
10,710852,goals,home,71,Norwich,https://media.api-sports.io/football/teams/71.png,20.0
11,710852,goals,away,49,Chelsea,https://media.api-sports.io/football/teams/49.png,80.0
12,710852,total,home,71,Norwich,https://media.api-sports.io/football/teams/71.png,15.3
13,710852,total,away,49,Chelsea,https://media.api-sports.io/football/teams/49.png,84.7
0,710853,form,home,47,Tottenham,https://media.api-sports.io/football/teams/47.png,53.0
1,710853,form,away,48,West Ham,https://media.api-sports.io/football/teams/48.png,47.0
2,710853,att,home,47,Tottenham,https://media.api-sports.io/football/teams/47.png,70.0
3,710853,att,away,48,West Ham,https://media.api-sports.io/football/teams/48.png,30.0
4,710853,def,home,47,Tottenham,https://media.api-sports.io/football/teams/47.png,45.0
5,710853,def,away,48,West Ham,https://media.api-sports.io/football/teams/48.png,55.0
6,710853,poisson_distribution,home,47,Tottenham,https://media.api-sports.io/football/teams/47.png,50.0
7,710853,poisson_distribution,away,48,West Ham,https://media.api-sports.io/football/teams/48.png,50.0
8,710853,h2h,home,47,Tottenham,https://media.api-sports.io/football/teams/47.png,50.0
9,710853,h2h,away,48,West Ham,https://media.api-sports.io/football/teams/48.png,50.0
10,710853,goals,home,47,Tottenham,https://media.api-sports.io/football/teams/47.png,53.0
11,710853,goals,away,48,West Ham,https://media.api-sports.io/football/teams/48.png,47.0
12,710853,total,home,47,Tottenham,https://media.api-sports.io/football/teams/47.png,53.5
13,710853,total,away,48,West Ham,https://media.api-sports.io/football/teams/48.png,46.5
0,710854,form,home,38,Watford,https://media.api-sports.io/football/teams/38.png,57.0
1,710854,form,away,45,Everton,https://media.api-sports.io/football/teams/45.png,43.0
2,710854,att,home,38,Watford,https://media.api-sports.io/football/teams/38.png,63.0
3,710854,att,away,45,Everton,https://media.api-sports.io/football/teams/45.png,38.0
4,710854,def,home,38,Watford,https://media.api-sports.io/football/teams/38.png,43.0
5,710854,def,away,45,Everton,https://media.api-sports.io/football/teams/45.png,57.0
6,710854,poisson_distribution,home,38,Watford,https://media.api-sports.io/football/teams/38.png,50.0
7,710854,poisson_distribution,away,45,Everton,https://media.api-sports.io/football/teams/45.png,50.0
8,710854,h2h,home,38,Watford,https://media.api-sports.io/football/teams/38.png,40.0
9,710854,h2h,away,45,Everton,https://media.api-sports.io/football/teams/45.png,60.0
10,710854,goals,home,38,Watford,https://media.api-sports.io/football/teams/38.png,50.0
11,710854,goals,away,45,Everton,https://media.api-sports.io/football/teams/45.png,50.0
12,710854,total,home,38,Watford,https://media.api-sports.io/football/teams/38.png,50.5
13,710854,total,away,45,Everton,https://media.api-sports.io/football/teams/45.png,49.7
0,710855,form,home,39,Wolves,https://media.api-sports.io/football/teams/39.png,67.0
1,710855,form,away,63,Leeds,https://media.api-sports.io/football/teams/63.png,33.0
2,710855,att,home,39,Wolves,https://media.api-sports.io/football/teams/39.png,75.0
3,710855,att,away,63,Leeds,https://media.api-sports.io/football/teams/63.png,25.0
4,710855,def,home,39,Wolves,https://media.api-sports.io/football/teams/39.png,75.0
5,710855,def,away,63,Leeds,https://media.api-sports.io/football/teams/63.png,25.0
6,710855,poisson_distribution,home,39,Wolves,https://media.api-sports.io/football/teams/39.png,72.0
7,710855,poisson_distribution,away,63,Leeds,https://media.api-sports.io/football/teams/63.png,28.0
8,710855,h2h,home,39,Wolves,https://media.api-sports.io/football/teams/39.png,93.0
9,710855,h2h,away,63,Leeds,https://media.api-sports.io/football/teams/63.png,7.0
10,710855,goals,home,39,Wolves,https://media.api-sports.io/football/teams/39.png,83.0
11,710855,goals,away,63,Leeds,https://media.api-sports.io/football/teams/63.png,17.0
12,710855,total,home,39,Wolves,https://media.api-sports.io/football/teams/39.png,77.5
13,710855,total,away,63,Leeds,https://media.api-sports.io/football/teams/63.png,22.5
