,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,data,X_adj,Y_adj,team_name,opposing_team_name,team_name_base,opposing_team_name_base
507,425642,26,SavedShot,0.7340000152587891,0.42400001525878905,0.019063765183091164,Paul Pogba,h,1740,OpenPlay,2021,RightFoot,16377,Manchester United,Leeds,5,1,2021-08-14 11:30:00,Bruno Fernandes,Pass,2021-08-14,88.0800018310547,33.92000122070313,Manchester United,Leeds,Manchester United,Leeds
506,425637,11,MissedShots,0.8630000305175781,0.65,0.22996944189071655,Paul Pogba,h,1740,OpenPlay,2021,LeftFoot,16377,Manchester United,Leeds,5,1,2021-08-14 11:30:00,Mason Greenwood,Pass,2021-08-14,103.56000366210938,52.0,Manchester United,Leeds,Manchester United,Leeds
11,425897,48,MissedShots,0.8109999847412109,0.41200000762939454,0.030585382133722305,Jacob Ramsey,a,8941,FromCorner,2021,LeftFoot,16382,Watford,Aston Villa,3,2,2021-08-14 14:00:00,,None,2021-08-14,97.3199981689453,32.960000610351564,Aston Villa,Watford,Aston Villa,Watford
180,425979,18,MissedShots,0.7419999694824219,0.4829999923706055,0.013574989512562752,Alex Oxlade-Chamberlain,a,966,FromCorner,2021,RightFoot,16383,Norwich,Liverpool,0,3,2021-08-14 16:30:00,,Aerial,2021-08-14,89.03999633789063,38.63999938964844,Liverpool,Norwich,Liverpool,Norwich
181,425993,50,MissedShots,0.7469999694824219,0.545,0.016502294689416885,Alex Oxlade-Chamberlain,a,966,FromCorner,2021,RightFoot,16383,Norwich,Liverpool,0,3,2021-08-14 16:30:00,,None,2021-08-14,89.63999633789062,43.6,Liverpool,Norwich,Liverpool,Norwich
194,425869,45,SavedShot,0.725,0.46599998474121096,0.017394647002220154,Youri Tielemans,h,5956,OpenPlay,2021,RightFoot,16381,Leicester,Wolverhampton Wanderers,1,0,2021-08-14 14:00:00,Ayoze Pérez,Pass,2021-08-14,86.99999999999999,37.27999877929688,Leicester,Wolverhampton Wanderers,Leicester,Wolves
598,426000,64,Goal,0.905,0.5379999923706055,0.42416030168533325,Roberto Firmino,a,482,OpenPlay,2021,RightFoot,16383,Norwich,Liverpool,0,3,2021-08-14 16:30:00,Mohamed Salah,Pass,2021-08-14,108.60000000000001,43.03999938964844,Liverpool,Norwich,Liverpool,Norwich
0,425986,32,BlockedShot,0.874000015258789,0.7090000152587891,0.059457942843437195,Konstantinos Tsimikas,a,8852,OpenPlay,2021,LeftFoot,16383,Norwich,Liverpool,0,3,2021-08-14 16:30:00,Mohamed Salah,Pass,2021-08-14,104.88000183105468,56.72000122070313,Liverpool,Norwich,Liverpool,Norwich
149,425835,53,MissedShots,0.915,0.53,0.1185123547911644,Jeffrey Schlupp,a,757,FromCorner,2021,LeftFoot,16379,Chelsea,Crystal Palace,3,0,2021-08-14 14:00:00,Marc Guehi,HeadPass,2021-08-14,109.80000000000001,42.4,Crystal Palace,Chelsea,Crystal Palace,Chelsea
270,425845,34,MissedShots,0.9409999847412109,0.5270000076293946,0.09325270354747772,Dominic Calvert-Lewin,h,5555,OpenPlay,2021,Head,16380,Everton,Southampton,3,1,2021-08-14 14:00:00,Andros Townsend,Cross,2021-08-14,112.91999816894531,42.16000061035157,Everton,Southampton,Everton,Southampton
23,425872,50,BlockedShot,0.919000015258789,0.34900001525878904,0.06417565792798996,Trincão,a,8934,OpenPlay,2021,LeftFoot,16381,Leicester,Wolverhampton Wanderers,1,0,2021-08-14 14:00:00,Rúben Neves,Pass,2021-08-14,110.28000183105469,27.92000122070312,Wolverhampton Wanderers,Leicester,Wolves,Leicester
24,425878,72,SavedShot,0.7480000305175781,0.3220000076293945,0.014370080083608627,Trincão,a,8934,OpenPlay,2021,LeftFoot,16381,Leicester,Wolverhampton Wanderers,1,0,2021-08-14 14:00:00,Raúl Jiménez,LayOff,2021-08-14,89.76000366210937,25.760000610351565,Wolverhampton Wanderers,Leicester,Wolves,Leicester
531,425985,32,BlockedShot,0.879000015258789,0.5729999923706055,0.026682669296860695,Sadio Mané,a,838,OpenPlay,2021,Head,16383,Norwich,Liverpool,0,3,2021-08-14 16:30:00,Trent Alexander-Arnold,Aerial,2021-08-14,105.48000183105468,45.83999938964844,Liverpool,Norwich,Liverpool,Norwich
532,425992,48,BlockedShot,0.9230000305175782,0.6969999694824218,0.03852564096450806,Sadio Mané,a,838,OpenPlay,2021,LeftFoot,16383,Norwich,Liverpool,0,3,2021-08-14 16:30:00,Trent Alexander-Arnold,Cross,2021-08-14,110.76000366210938,55.759997558593746,Liverpool,Norwich,Liverpool,Norwich
