,player_name,player_id,understat_id
231,Baptiste Santamaria,21153,5654
232,Roland Sallai,26252,1277
234,Timo Horn,24785,127
235,Benno Schmitz,24794,5253
236,Timo Hübers,90641,6403
237,Rafael Czichos,24789,7786
238,Jonas Hector,24801,131
239,Jan Thielmann,181908,8205
240,Ellyes Skhiri,21587,3347
241,Florian Kainz,24803,5231
243,Anthony Modeste,24811,137
244,Mark Uth,426,88
245,Kingsley Ehizibue,36916,7785
246,Salih Özcan,24807,5294
247,Louis Schaub,24809,7897
248,Ondrej Duda,25349,5240
249,Sebastian Andersson,2862,7880
250,Alexander Schwolow,26234,5262
251,Peter Pekarík,25343,443
252,Niklas Stark,2916,418
253,Márton Dárdai,199934,8398
254,Marvin Plattenhardt,25344,23
255,Lucas Tousart,664,3743
256,Kevin-Prince Boateng,152,1819
257,Santiago Ascacibar,26305,6289
258,Suat Serdar,418,307
259,Matheus Cunha,1165,7080
261,Lukas Klünter,25340,403
262,Deyovaisio Zeefuik,38120,8805
263,Marco Richter,25307,6357
264,Dodi Lukebakio,25458,5706
266,Corentin Tolisso,519,3603
268,Tim Lemperle,203040,8407
269,Lukas Klostermann,1144,5358
271,Konrad Laimer,1157,6109
272,Yussuf Poulsen,1167,5250
273,Enzo Millot,162887,8645
275,Erik Durm,19040,2640
276,Reece Oxford,25293,543
277,Raphael Framberger,25288,4336
278,Carlos Gruezo,2577,69
279,Robert Andrich,24903,7877
280,Florian Wirtz,203224,8397
281,Joel Pohjanpalo,986,5222
282,Ramy Bensebaini,2194,3349
283,Luca Netz,163069,8401
284,Lukas Kübler,26239,5263
285,Maximilian Eggestein,2917,125
286,Kevin Schade,178077,9156
287,Emre Can,864,604
289,Mats Hummels,501,373
290,Julian Brandt,984,261
291,Youssoufa Moukoko,161919,9133
292,Paul Jäckel,25147,6595
293,Dedryck Boyata,1108,4468
295,Davie Selke,25362,4280
296,Jordan Torunarigha,25346,5238
297,Josip Brekalo,2762,5353
298,Lukas Nmecha,19461,6544
300,Gerrit Holtmann,25919,5270
301,Sebastian Polter,24861,7881
302,Konstantinos Stafylidis,25294,368
304,Jeremiah St. Juste,37148,7813
305,Jean-Paul Boëtius,25925,7107
306,Dominik Kohr,979,269
307,Kevin Stöger,25461,7058
308,Ádám Szalai,729,360
309,Jeremy Dudziak,24936,4240
310,Max Christiansen,25013,245
311,Janni Serra,24973,9729
312,Maximilian Mittelstädt,25342,419
314,Ishak Belfodil,724,3834
315,Thomas Meunier,264,5680
316,Marius Wolf,26,2693
317,Dennis Geiger,718,6081
318,Sebastian Griesbeck,24905,8801
320,László Bénes,24962,5258
321,Denis Zakaria,2810,6147
322,Hiroki Ito,32893,9715
323,Anderson-Lenda Lucoqui,25010,8788
324,Anton Stach,177665,9910
325,Karim Onisiwo,25928,2631
326,Lennart Czyborra,37250,8298
327,Patrick Wimmer,126642,9730
328,Gonçalo Paciência,1830,7051
329,Luca Kilian,108474,7807
330,Eduard Löwen,25614,7043
331,Silvère Ganvoula,25079,9707
332,Dani Olmo,1323,8292
333,Benjamin Pavard,2725,3363
334,Lucas Hernández,33,2276
335,Sam Lammers,36987,8870
337,Orel Mangala,24882,6088
339,Tanguy Coulibaly,113581,8813
340,Karim Bellarabi,976,186
341,Amine Adli,129682,8211
342,Lucas Alario,982,6338
344,Kevin Möhwald,25323,7044
345,Grischa Prömel,24854,4340
346,Sheraldo Becker,37938,7882
347,Andi Zeqiri,48649,9099
348,Sergio Córdova,2457,6096
349,Breel Embolo,421,5356
350,Noah Weißhaupt,202844,9732
351,Nils Petersen,26258,4248
353,Chris Richards,126949,8430
354,Florian Grillitsch,719,116
356,Robert Skov,1298,7867
357,Saulo Decarli,66,9831
358,Dennis Jastrzembski,25360,7028
359,Linus Gechter,286711,9991
360,Myziane Maolida,22179,5736
361,Nick Viergever,232,9953
362,Jetro Willems,1813,6143
364,Abdourahmane Barry,7317,9720
365,Sebastiaan Bornauw,1408,7791
367,Omar Richards,19610,9675
368,Keita Endo,33017,8951
369,Pascal Stenzel,26244,326
371,Jurgen Ekkelenkamp,541,9993
372,Andrés Andrade,7197,9995
373,Ihlas Bebou,25389,6271
374,Kingsley Schindler,24970,7788
375,Benjamin Henrichs,98,435
376,Timothy Chandler,1803,359
377,Daniel Brosinski,25908,38
378,Tony Jantschke,25630,201
380,Reinier,10166,8825
381,Ansgar Knauff,161922,8989
382,Danny Blum,47000,5236
383,Chris Führich,24798,6449
384,Timothy Tillman,25617,7042
385,Tuta,1809,7524
386,Almamy Touré,1811,3431
387,Ilaix Moriba,162123,9243
388,Patrick Osterhage,163022,9711
389,Tobias Strobl,25640,79
390,Lasse Günther,162079,9955
391,Daniel Ginczek,25415,426
392,Nikolas Nartey,24806,6415
393,David Nemeth,7649,10003
395,Edimilson Fernandes,30405,1673
396,Daley Sinkgraven,536,7899
397,Marius Funk,25142,9721
399,Edmond Tapsoba,41150,8317
400,Panagiotis Retsos,971,6316
401,Aster Vranckx,127413,9935
402,Felix Nmecha,637,9202
403,Fabian Bredlow,25597,7030
405,Kiliann Sildillia,191233,9270
406,Noah Katterbach,24792,8083
408,Hugo Novoa Ramos,162170,9293
409,Paulo Otávio,25208,8213
411,Guilherme Ramos,41799,9731
412,Marwin Hitz,2,263
413,Steffen Tigges,26343,9227
414,Sebastian Rode,1822,228
415,Soma Novothny,34183,9830
416,Simon Asta,25285,6597
417,Clinton Mola,138818,9479
418,Sebastian Vasiliadis,24829,7797
419,Jonathan Burkardt,25926,7108
420,Dan-Axel Zagadou,13,6103
421,Micky van de Ven,152849,10050
422,Matej Maglica,272242,10105
423,Zidan Sertdemir,322858,10065
424,Iker Bravo,330599,10090
425,Alexis Tibidi,327871,10111
426,Josep Martínez,46988,9052
427,Solomon Bonnah,162116,10135
428,Pavao Pervan,25396,7053
429,Bastian Oczipka,404,285
432,Marvin Schwäbe,15871,4376
433,Philipp Pentke,24975,7869
434,Håvard Nordtveit,19021,202
435,Keven Schlotterbeck,26242,7401
436,Michael Esser,25363,5277
437,Marc Roca,47341,5086
438,Jannes Horn,24791,2627
439,Evan Ndicka,1807,7049
440,Michaël Cuisance,25634,6148
441,Malik Tillman,162037,9860
442,Stefanos Kapino,25309,4255
443,Sven Ulreich,498,231
444,Paul Wanner,327895,10245
445,Lucas Copado,322624,10244
446,Joscha Wosz,161940,8962
447,Benjamin Uphoff,26087,72
448,Gonzalo Castro,26306,316
449,Ricardo Pepi,73868,10253
451,Timothy Fosu-Mensah,19018,549
452,Naouirou Ahamada,152418,9274
453,Lilian Egloff,179567,8987
454,Jürgen Locadia,18981,6542
455,Diant Ramaj,24894,9753
456,Afimico Pululu,48563,10252
458,Benjamin Hübner,708,251
460,Lennart Grill,25802,9129
461,Jonas Wind,1302,10394
462,Tobias Raschl,129131,8114
463,Tiago Tomás,265363,10367
464,Delano Burgzorg,37242,10368
465,Fisnik Asllani,202501,10113
466,Sven Michel,24826,7799
468,George Bello,50873,10369
470,Anthony Ujah,25929,119
472,Andreas Linde,39034,10312
473,Anton Kade,279993,10288
474,Marcel Laurenz Lotka,162502,9549
475,Cimo Röcker,88008,10026
476,Julian Chabot,38112,7937
477,Lennard Maloney,24842,10071
478,Sardar Azmoun,1221,2774
480,Marcel Halstenberg,1143,5254
0,Joseph Scally,50852,9674
1,Josip Stanišić,125171,9458
2,Dayot Upamecano,1149,5243
3,Erling Braut Haaland,1100,8260
4,Evan N'Dicka,1807,7049
5,Filip Kostić,1821,64
6,Rafael Santos Borré,6011,5113
7,Ajdin Hrustić,38123,9023
8,Jesper Lindstrøm,15884,9752
9,Ridle Baku,25917,6708
10,Vasilis Lampropoulos,594,9704
11,Elvis Rexhbeçaj,25413,6445
12,Miloš Pantović,25081,378
13,Niko Giesselmann,25452,7056
14,Lukáš Hrádecký,963,281
15,Marco Meyerhofer,113591,9717
16,Moussa Niakhaté,25916,5989
17,Leandro Barreiro,25918,7109
18,Aarón Martin Caricol,25914,5133
19,Jonathan Michael Burkardt,25926,7108
20,Willi Orbán,1148,5257
21,Angeliño,227,1040
22,Rafał Gikiewicz,24837,5293
23,Andrej Kramarić,726,956
24,Mijat Gaćinović,1818,290
25,Diadie Samassekou,1094,7868
26,Stefan Ortega,25004,8786
27,Cedric Brunner,25007,8794
28,Nathan De Medina,8579,8787
29,Mike Van der Hoorn,19322,1702
30,Ermedin Demirović,46930,6496
31,Dejan Ljubičić,1725,9797
32,Stevan Jovetić,121,1524
33,Tanguy Nianzou,133110,8813
34,Jorge Mere,24793,2210
35,Joško Gvardiol,129033,9790
36,Saša Kalajdžić,7722,8812
37,Raphaël Guerreiro,8,3455
38,Javairô Dilrosun,25358,7122
39,Armel Bella-Kotchap,25061,9710
40,Erhan Mašović,61411,9709
41,Vladimír Darida,25348,27
42,Jordan Beyer,25628,6557
43,Kristijan Jakić,14395,9986
44,Ömer Faruk Beyaz,207236,9987
45,Marin Pongračić,1084,8303
46,Tomáš Ostrák,120310,9798
47,Pavel Kadeřábek,709,74
48,Cédric Itten,48497,9954
49,Luca Waldschmidt,26260,294
50,Piero Hincapie,127817,9911
51,Kouadio Koné,22147,7482
52,Krzysztof Piątek,1651,7090
53,Matondo-Merveille Papela,202727,9178
54,Wahid Faghir,202017,10054
55,Alfreð Finnbogason,2797,2655
56,Jonathan  Burkardt,25926,7108
57,Frederik Franck Winther,16063,9723
58,Bartosz Białek,148284,8855
59,Frederik Rønnow,1798,7048
60,Fredrik Andre Bjorkan,39058,10358
61,Dong-jun Lee,34171,10363
62,András Schäfer,30785,7410
63,Diadié Samassékou,1094,7868
64,Kevin Schlotterbeck,26242,7401
